"rteno","Crop","Developed","Forest","Open","Water","Wetland"
83021,0.60427141180148,0.0443865865236874,0.0207149957286541,0.00652849122122774,0.0853869713833297,0.238711543341622
25025,0.0183903023705016,0.0894228728146519,0.0656094641677076,0.0163251293544315,0.407618144326049,0.402634086966659
42411,0.0966515550429379,0.0114976263867931,0.00187930078231233,0.0174306867218565,0.23316252938781,0.639378301678291
42311,0.0967285555513066,0.0115026280583412,0.00188475358871547,0.0174360324952811,0.233131188117304,0.639316842189051
83083,NA,0.00253466809927949,0.000349895386679003,0.997027689086617,1.43989871061318e-06,8.63075287141541e-05
25915,0.0221134598470329,0.0812403723667713,0.078668151706332,0.0182905419905153,0.448756578002171,0.350930896087177
42006,0.00595956339556088,0.00780010538814058,0.000154706790002878,0.00376128148478513,0.328132109284876,0.654192233656634
83377,NA,0.00142295530853734,7.43227825406656e-05,0.996704632134824,0.000152557290478208,0.00164553248361965
42007,0.0158829502161754,0.0141716351028826,0.000164968070128256,0.0182812878428088,0.530018779749291,0.421480379018713
42106,0.00872537516367139,0.00895840276308022,0.000154418628582601,0.00443704053183966,0.310445949360898,0.667278813551928
42206,0.0136619656587017,0.0094911102356791,0.000146335480825871,0.00638302204911793,0.29948471328466,0.670832853291015
42030,0.213578628364128,0.0432065478883841,0.00962185056091337,0.0015896456463428,0.349058368451995,0.382944959088237
83114,2.93775097708164e-05,0.00503797064633617,0.0868860129118885,0.907795138787381,0.000226421782623854,2.50783619994775e-05
42005,0.0454385536040922,0.052121348616964,0.00174043092057574,0.00279512636923987,0.202371455445398,0.695533085043731
42003,0.230665255887086,0.0849944612291522,0.00197932034103733,0.00144127486690502,0.0276748305113048,0.653244857164515
83023,0.743076708505372,0.159507190162863,0.0215156708760455,0.0160770774080483,0.00659858226298594,0.053224770784685
83311,0.575308073355501,0.144128617894171,0.00825523811762096,0.00701722682891842,0.0233767743120754,0.241914069491713
42312,0.172289750090184,0.0439579903046337,0.00187657798874333,0.00222307496613794,0.10463353186917,0.675019074781131
83081,NA,0.00616883249719332,0.00137628610700875,0.983083449083702,0.00429875346718189,0.00507267884491449
83316,0.00153574857806777,0.0112414892825338,0.366673474127638,0.618098831349881,0.000567802719695063,0.00188265394218412
83027,0.413123521845602,0.104306619443302,0.133651611644361,0.316994919955319,0.00443043632506806,0.0274928907863479
42031,0.506552155522816,0.0608745562786921,0.00411619750843609,0.0112573326890822,0.0650793233958294,0.352120434605144
42107,0.0446745676456139,0.0111837104250978,0.00455959037202082,0.0103197823066229,0.318982192191018,0.610280157059627
42207,0.0446947307694466,0.0111636746356879,0.00456810913018584,0.0102601371761892,0.318303163243087,0.611010185045403
42105,0.0710762669585196,0.0379647699255877,0.00152735131518583,0.00251700096475041,0.177334966598948,0.709579644237008
42004,0.0208006951893763,0.231148045757577,0.00558966582918553,0.00681138328609036,0.264349044876632,0.471301165061139
83320,0.0154326489046221,0.0161004125108473,6.95642830429408e-05,0.946423876795019,0.000240799441302487,0.0217326980651658
42001,0.0265795210406,0.187346821382468,0.00925958939130953,0.00903479414536391,0.202931036805286,0.564848237234972
42101,0.0261745419296094,0.188449477892555,0.00928241806289061,0.00909459547950243,0.202027546686465,0.564971419948977
42104,0.193414361414386,0.0753325015964346,0.00250734862185069,0.00191360056923002,0.0698650181710979,0.656967169627001
83028,0.00528456949744348,0.0430654638865121,0.323937135542901,0.626368423145261,0.00102955985664091,0.000314848071242263
42313,0.241406601281749,0.0857346823015854,0.00292949621454,0.00209928073619571,0.0644532731890285,0.603376666276901
42051,0.411688816233295,0.115883308237059,0.0100622695701676,0.00317283540605986,0.104768485528532,0.354424285024887
25909,0.191380428160286,0.0987146501417748,0.36727788437395,0.0687248277290325,0.0113402057645165,0.26256200383044
42052,0.673287395169665,0.049783015910638,0.00324844338420131,0.00469689799347801,0.0256264687994315,0.243357778742586
25014,0.304804986518017,0.122756149579261,0.351254558565121,0.0761205677545774,0.00341691936338569,0.141646818219638
83324,0.293755984637397,0.151658408016036,0.191305118681947,0.315780761499276,0.0096053419030058,0.0378943852623385
83327,1.21809172017129e-05,0.010207759085189,0.0166812717058123,0.972851931256836,1.36139662842673e-05,0.000233243068676563
83084,1.43304920577224e-06,0.0017997020103151,0.0113441393220756,0.986818899388259,2.14957380865837e-06,3.36766563356478e-05
83318,NA,0.00408381074176495,5.23062993837745e-05,0.992401177278659,0.00192121037636604,0.0015414953038258
25903,0.0194313211385254,0.0594237864532211,0.557516161712248,0.103609267310394,0.111926110787131,0.14809335259848
25065,0.43523788066285,0.171602484855858,0.305752771399076,0.039253999830413,0.0052674162383772,0.0428854470134257
42034,0.810165621709966,0.117121575319903,0.00576296389402026,0.00277401759630937,0.0107552411566881,0.053420580323114
42015,0.309442952783344,0.155794335975504,0.0663875459066621,0.0230891698066928,0.164774640230803,0.280511355296993
42011,0.561437836460251,0.261306493200454,0.0067639063167577,0.00400004161574923,0.0200237244163814,0.146467997990406
83184,NA,0.00310540343192227,9.60143009145369e-05,0.996582908352422,1.43304926738115e-06,0.000214240865473482
83140,0.000382624137941189,0.0562516667705747,0.467750134027718,0.473374379254136,0.00150278138012512,0.000738414429504293
25921,NA,0.0287447491020954,0.0470157404680045,0.0224867927668677,0.541666953200501,0.360085764462531
25165,0.432191816682503,0.106181126263943,0.346176975293435,0.0424478866080851,0.0104305637365751,0.0625716314154579
83418,NA,0.00244193026461312,0.000184863354167577,0.99374659579149,0.000824712682222244,0.00280189790750733
25009,8.47480128434258e-06,0.0392967382769578,0.0506159710155694,0.0237289266332809,0.492783931288616,0.393565957984291
83326,3.22436057436753e-05,0.00700684363366664,0.0935246277198064,0.899186440087744,0.000234081412453362,1.57635405857968e-05
42407,0.269494589695426,0.08579368502305,0.186762477744032,0.052309004517601,0.0412477434493753,0.364392499570515
42308,0.707543557851485,0.0863210485528948,0.0387534610465784,0.00429140899786056,0.0199332121709381,0.143157311380243
83323,0.646295494346113,0.0751844610017979,0.173592220240268,0.0238545563530139,0.0326520231120435,0.0484212449467644
25063,0.143829744175486,0.0676145742943751,0.495069851979769,0.0732828716564525,0.0306159366083209,0.189587021285597
83328,NA,0.00579313703301818,0.00206053838768242,0.987096022905972,0.0013283075917341,0.00372199408159298
25064,0.111439794476098,0.0526588611869097,0.302395217754367,0.0939276754836618,0.0755792433172134,0.363999207781749
25084,0.0336147316300303,0.0742420818305425,0.3313451759555,0.053425589212465,0.019553639600764,0.487818781770698
42307,0.178061531725325,0.0642764517717082,0.314704800948667,0.104354920677785,0.0135522395400336,0.325050055336481
42033,0.0774044640702131,0.0297451583445974,0.00201434417808876,0.00126041696932368,0.0413357179750484,0.848239898462729
25013,0.171949663544045,0.14719434004024,0.412645148988288,0.0488063391391102,0.0384252087345468,0.180979299553769
25113,0.153205577516598,0.0718673204457159,0.384014534616211,0.0699784253716271,0.0576179455256845,0.263316196524163
42055,0.647200585807557,0.101593489015779,0.0503853268494165,0.00329042411633676,0.00771441875856731,0.189815755452344
42903,0.238962711496818,0.295583899467136,0.0100531832458993,0.00719520330384307,0.0638774319998327,0.384327570486472
25015,7.02194146048157e-05,0.0487274730206619,0.042496467282747,0.00861453927945795,0.141996998019712,0.758094302982816
83040,0.000765140758814993,0.0906459179495108,0.419399032789282,0.46185319219863,0.0250660499511058,0.00227066635265694
42056,0.157364604816308,0.102625587538514,0.394241082706476,0.143774841952053,0.00664163115445445,0.195352251832195
42053,0.0770014751880388,0.172753661481973,0.183753245775889,0.0856545201915812,0.013131452810187,0.467705644552331
83325,0.0264674739663674,0.0267272714661894,0.175516347710027,0.770311681908005,0.000634962630087912,0.000342262319322583
25011,0.001333040792757,0.0544264521582875,0.171748091535281,0.14797040301364,0.268605084307722,0.355916928192312
83087,NA,0.00564201531955473,2.50783623588627e-05,0.992534314830694,NA,0.00179859148739208
42906,0.188492842485118,0.406940648675183,0.0270820295869352,0.0155058936800995,0.0641452041151499,0.297833381457515
83390,NA,0.00394388024741938,0.0235805372263394,0.972470566854201,5.01567204051024e-06,NA
83391,NA,0.00386734811877446,0.00130192511015795,0.994829293721964,1.43304910309075e-06,NA
83034,0.237816673791788,0.0821829745379247,0.487903015009529,0.0492636333714295,0.0597635637825576,0.083070139506772
83042,0.0108933216643978,0.0118935038550772,0.106393767905096,0.869254180345328,0.0013366549210869,0.000228571309014201
42208,0.0114253645510588,0.154384390041486,0.293030833078292,0.073465969728025,0.153191519882601,0.314501922718537
42309,0.343743625842098,0.0472142839060848,0.00479011730317086,0.00359760544076605,0.0199366229707764,0.580717744537104
2041,0.11882388341382,0.122881194236341,0.0728570638654075,0.0330542230557648,0.504478033638943,0.147905601789724
42008,0.012017809191237,0.160588462196396,0.332852435433571,0.079006500182549,0.130836761342452,0.284698031653794
83037,0.522313869780551,0.123118195886752,0.204334576954948,0.0245846115147211,0.0181378819347572,0.107510863928272
42108,0.0140834196405106,0.151053262833333,0.317217111956959,0.0844511707950771,0.068498574972328,0.364696459801792
42905,0.273196037469767,0.0383897415914115,0.00764546109162355,0.00481839883916132,0.0413423317935506,0.634608029214486
83321,0.0451142939833889,0.0527784129370177,0.571436390759034,0.142354075038697,0.00350614110295146,0.184810686178911
83322,0.188131806728075,0.0918410587733786,0.538041675461707,0.075978014647582,0.0262602311019567,0.0797472132873003
83137,0.496846915345958,0.140848132606702,0.214104459650164,0.024641239867383,0.0161536184147524,0.10740563411504
83237,0.48999250128326,0.14952676486713,0.213687001668771,0.0246369896404727,0.0164498647079711,0.105706877832395
2141,0.207333284770252,0.135531916707068,0.109578943274083,0.0382974102562917,0.366937387789667,0.142321057202639
25062,0.00194173378449294,0.0463886198361262,0.195608781048579,0.039655642308509,0.369089005998558,0.347316217023734
25059,0.285899184897334,0.0749978529339198,0.305528406038921,0.131986446621186,0.00866805650473176,0.192920053003907
2140,0.0664069771325257,0.0587437966613808,0.0616740383553757,0.0270238973637548,0.621596564562603,0.16455472592436
83088,2.86609834993559e-06,0.00939085722651446,0.0551871034860412,0.935415590566157,NA,3.58262293741949e-06
42310,0.11369825458975,0.14941965769656,0.310673708183328,0.0817332962546177,0.0406127010565378,0.303862382219207
83139,0.605127633488551,0.079208857098189,0.0238172491389506,0.240236934910095,0.0157287539940246,0.035880571370189
83238,0.00238188536420572,0.125006713835385,0.407918185674908,0.457763182776996,0.00395592508225272,0.00297410726625291
2040,0.0573391163080324,0.0648364860357054,0.0619913387220045,0.0261729606607561,0.626335418288625,0.163324679984877
83039,0.469521648526846,0.126059918874522,0.0347215164455845,0.325329546816593,0.0152837113172065,0.0290836580192477
83347,0.0408496525264319,0.0482087036553171,0.448987535754396,0.14387637549607,0.00680716958483951,0.311270562982946
25021,0.067869842028948,0.119930591399703,0.402423015655807,0.139917073158289,0.0669651794508859,0.202894298306368
25159,0.308236603520089,0.0780953619652907,0.301804254220396,0.135411107704196,0.00781818679867955,0.168634485791348
42113,0.673841499126392,0.0907686976970228,0.0573377407617381,0.0156095873333136,0.0101688015730178,0.152273673508516
42013,0.673810469093082,0.0907620301052524,0.0573463052844467,0.0156133496464958,0.0101687446153627,0.15229910125536
42009,0.121096449814516,0.154756076772149,0.2785454340294,0.131231361447215,0.00739475655426418,0.306975921382456
2070,0.297139077823684,0.135583218627301,0.124357384923715,0.024852368707044,0.271539316649928,0.146528633268328
25901,0.000601680017979608,0.0277186529561504,0.262193467740638,0.0129867500131876,0.00298981344236506,0.69350963582968
51029,0.0192483853997436,0.139754577307383,0.226413175000233,0.0657247746302853,0.122261397564044,0.426597690098311
42016,0.0813236488817128,0.0637461384695349,0.480369503163241,0.204762796664492,0.00547988736805736,0.164318025452962
25051,0.00129537341543861,0.134715802707101,0.0921916080462684,0.0518947835448225,0.578332207569983,0.141570224716386
25002,0.00756954010075072,0.19558849381084,0.170541478854653,0.0640274503134252,0.517116452486458,0.0451565844338731
2217,0.176027810101203,0.179252142661475,0.215421557965914,0.0586922161419448,0.0594673955710189,0.311138877558444
2042,0.315728757649026,0.102678675772472,0.236656236886256,0.0819644142050666,0.0520211003322081,0.210950815154972
42902,0.55126353270422,0.0704001810571637,0.0951507815997032,0.0218499800587626,0.010590734894338,0.250744789685812
51129,0.0240349125717905,0.101979511511264,0.421347550058965,0.0909316203945036,0.017147442326636,0.344558963136841
25105,0.0156376195659257,0.0717761411431975,0.364460626850416,0.165550555376082,0.0115765729868528,0.370998484077526
51119,0.123213427407377,0.0488617687829706,0.361150497473359,0.178718196097149,0.00925832903782805,0.278797781201316
51229,0.024381285945715,0.0998247366277362,0.425129833557333,0.0908118663252684,0.0151291823796949,0.344723095164252
83038,0.0213977611256659,0.0842070055400609,0.285449480732814,0.59993245322375,0.00380777664953014,0.00520552272817897
83041,0.0101809117130634,0.023973157555519,0.0598595468483486,0.901899392064705,0.00398524532548309,0.000101746492880791
83032,0.0498758900685701,0.048174201617193,0.523059472066728,0.103469818789942,0.0290281357832912,0.246392481674276
25005,0.0149131989532005,0.0755274203404646,0.346226310218118,0.184032406402448,0.0144738618803491,0.36482680220542
83033,0.0888058064233726,0.0813390105873753,0.580409495410377,0.0993517092813608,0.0606134707736512,0.0894805075238634
42014,0.121494180462577,0.0527118689208845,0.434909749752142,0.119074011207003,0.00397771456645681,0.267832475090936
42114,0.114545895221116,0.0526356110953205,0.439666134499063,0.120057624628636,0.0039520273017658,0.269142707254098
83135,0.55690891370083,0.0478952490893187,0.243429562492654,0.0514388645297591,0.00431788476662091,0.096009525420817
83392,NA,0.00733232560352763,0.195411351851129,0.797244141626483,1.2180918860019e-05,NA
2142,0.300931751403679,0.0938470613190582,0.262739922174536,0.109865943404817,0.0146117065733136,0.218003615124596
83036,0.619422470266485,0.0450662457820166,0.2700824904699,0.025898338082769,0.0108717348850887,0.0286587205137401
25018,0.0756491074125518,0.127239271572037,0.217388140424927,0.125258905374716,0.137266709300829,0.317197865914939
83136,0.620396920262414,0.0442626653255236,0.269241445448041,0.0272396088520602,0.00933134349661449,0.0295280166153468
83035,0.576618162631998,0.0484751324545895,0.227029747264288,0.0466695191033629,0.0041931020061342,0.0970143365396281
42214,0.0921218484384351,0.0529284286559375,0.449719731423671,0.122028436566369,0.00431233133012177,0.278889223585466
51020,0.14629463573732,0.086027409615906,0.290178108950342,0.0673166313651726,0.0190423356683484,0.391140878662911
25920,0.00524124486552885,0.13718843226885,0.301042584299095,0.235123561337759,0.208891706828971,0.112512470399797
25057,0.00354681106395082,0.0441036220382644,0.394196413047795,0.0425264081049937,0.0271324719480085,0.488494273796987
