"rteno","est_species_2013","Crop","Developed","Forest","Open","Water","Wetland"
2052,61,0.0490879612696097,0.0370978965137703,0.45179396945523,0.143350971613452,0.00814424075903056,0.310524960388908
2053,57,0.0129710870647528,0.0389680036731343,0.649192239256217,0.20174917840245,0.00169486010613263,0.0954246314973133
2054,45,0.254615821039497,0.0505436956443093,0.376538680158385,0.123071648684204,0.00825721519316762,0.186972939280437
2057,71,0.109770248310824,0.0412757812818014,0.803312619489887,0.0259486028425263,0.00639670918005557,0.0132960388949061
2058,70,0.244810880832301,0.0885264936995029,0.590714455156988,0.0653646871006428,0.00736244023728456,0.00322104297328053
2059,64,0.0746134398188236,0.0451308101985037,0.54127090296594,0.100254301026641,0.00637572180806583,0.232354824182026
2060,88,0.0381106541562999,0.102753634162655,0.678502007572977,0.119994126217873,0.0375452445881111,0.0230943333020833
2061,76,0.180795173616522,0.0768530796366272,0.633109119177549,0.0732467612569397,0.012060548935358,0.0239353173770044
2063,73,0.389616661806838,0.0476709455012407,0.270778866262353,0.0701617020642395,0.0332919934422229,0.188479830923106
2065,72,0.278033613688876,0.036136830005953,0.378902180532018,0.0564953365066871,0.0163149502875936,0.234117088978873
2066,67,0.0865909203696573,0.0520929847701125,0.388537580073234,0.185658131478448,0.00591142807547073,0.281208955233078
2068,87,0.406092989758456,0.0676065596736867,0.238706612358307,0.067630814030973,0.00669300601496596,0.213270018163612
2070,68,0.297139077823684,0.135583218627301,0.124357384923715,0.024852368707044,0.271539316649928,0.146528633268328
2071,73,0.461724830679335,0.126010266492896,0.217547977427785,0.0254244338615837,0.0921757402309561,0.0771167513074442
2072,70,0.469600649154001,0.0682039824016137,0.37850839504108,0.0199386986062144,0.0238687710026318,0.0398795037944594
2073,73,0.167843938177736,0.0253251986575366,0.749430287660719,0.0306948774462671,0.00303349312836372,0.0236722049293773
2102,67,0.518545787054535,0.0705135895365748,0.210841820405428,0.02499067102947,0.0306687984991734,0.144439333474818
2105,61,0.428333391933104,0.0861891824575374,0.420230337008247,0.0523038884880212,0.00707540100890533,0.00586779910418518
2109,70,0.443734560508648,0.094943454893821,0.347746463012818,0.0444339357365203,0.0664863537474132,0.00265523210078026
2111,104,0.110575497055242,0.131023402867457,0.698674901024312,0.051019042672162,0.00458494039045831,0.00412221599036922
2140,87,0.0664069771325257,0.0587437966613808,0.0616740383553757,0.0270238973637548,0.621596564562603,0.16455472592436
2141,60,0.207333284770252,0.135531916707068,0.109578943274083,0.0382974102562917,0.366937387789667,0.142321057202639
2142,50,0.300931751403679,0.0938470613190582,0.262739922174536,0.109865943404817,0.0146117065733136,0.218003615124596
2156,74,0.1972904031097,0.0942173153910486,0.545716271081384,0.0812604638131706,0.0371995546569731,0.0443159919477241
2162,85,0.102004660347803,0.0528834509287574,0.767478065121269,0.0691195119722129,0.00375283354140611,0.00476147808855162
2164,80,0.030107898503744,0.0294401692167455,0.795276901904062,0.118128941857159,0.0203525950268019,0.00669349349148809
2201,73,0.149515199422424,0.0528959848394849,0.639901165456003,0.104535357410377,0.0205401392092749,0.0326121536624369
2204,71,0.257401949984461,0.056216406997671,0.544444437916109,0.064865145626318,0.0395419980437732,0.0375300614316672
2205,63,0.0663211417619656,0.0538985174675095,0.594057889746059,0.117138216315066,0.00241460208448485,0.166169632624915
2207,102,0.23868254836659,0.0830629874238906,0.593481175660309,0.061046803111763,0.0129831526877001,0.010743332749748
2209,66,0.147147786596978,0.0606502284878863,0.660247601826052,0.0946183546486159,0.0337100626449614,0.00362596579550669
2210,50,0.420901077207255,0.0322581218380936,0.26884457076231,0.0643415836502509,0.0328812904102833,0.180773356131807
2212,66,0.104658301709278,0.0801869564766292,0.571847239863856,0.122845374492192,0.0111958770941222,0.109266250363923
2214,60,0.0821501095225643,0.040296407564593,0.553005155788015,0.124570532219725,0.0130560440760028,0.186921750829099
2216,73,0.148706295566752,0.0453422614968121,0.538722807015331,0.12499714285833,0.0593775731740314,0.0828539198887426
2218,70,0.147849964549225,0.0579243415295922,0.41836156516961,0.159362495390597,0.0029283431765671,0.213573290184409
6002,43,0,0.00366539588402909,0.243505293909396,0.752823578009834,0,5.73219674094378e-06
6009,51,0,0.0236711129285359,0.579492622501788,0.396564021058514,0.00015835193043005,0.000113891580732382
6012,49,0.0531609382769366,0.0483884401422651,3.36766565769493e-05,0.832906654871334,0.01422168073343,0.0512886093194573
6018,24,0,0.0130932115163186,0,0.986896040614792,0,1.07478688892696e-05
6020,36,0.000771417558240625,0.183182962523728,7.16524608020198e-07,0.787215542954977,0.0268922791521404,0.00193708128630612
6024,42,0.115783527209118,0.0539269501484338,0.000121809176381092,0.804551322490826,0.00403226349623462,0.0215841274790066
6025,51,0.0699642401891241,0.0184177288434112,6.66367928430995e-05,0.89841748293215,0.000119659617255888,0.0130142516252158
6028,76,0.0039930266681706,0.00515186903214741,0.035031638930884,0.946268294860812,2.29287864709039e-05,0.00953224172151507
6032,86,1.96797650323521e-05,0.0109701278659933,0.152811509542937,0.83173347533863,0.000645787845135701,0.00381941964227144
6051,40,0,0.00345805498921853,0.31127643848431,0.684878898536669,0.000364725329840974,2.18826599609904e-05
6052,46,0,0.00289354853128002,0.750077689181738,0.246701991234812,5.73219694630678e-06,0.000321038855224094
6053,40,3.51097065476987e-05,0.0160236329883494,0.000224272207131218,0.977564381618292,0.00478189187507293,0.0013707116046071
6056,33,0.0067605384088954,0.0780652529335717,0.000317420389980971,0.908171606748982,0.00315750171179514,0.00352767980677453
6057,40,0,0.0114603018801161,0.148625418534545,0.839894933421754,3.58262288607874e-06,1.57635406987465e-05
6059,37,0,0.0370987329868049,0.662878358289741,0.299338276664982,0.000284094825549053,0.000400537232923708
6063,43,0.00119301348090186,0.00292842176346925,0.000138289250338775,0.987469152451051,0.00683965734732543,0.00143146570691347
6064,63,0.00162794392108651,0.0488074425870144,0.217241220167757,0.730305667178745,3.70729834846021e-05,0.0019806531619117
6065,56,3.43931866065537e-05,0.036554540435876,0.744384269743011,0.218403577762701,0.000177282546462365,0.000445936325342807
6066,59,0,0.0164098463377174,0.653609123651008,0.32902362417425,0.000630885577828723,0.000326520259195608
6068,33,0.185357704676423,0.0131962913115406,7.90398312097275e-05,0.747880629433922,0.00798286531676533,0.0455034694301397
6069,25,0.0451360834458934,0.00625616345590754,0,0.946120502401325,0.000213524360729201,0.00227372633614481
6070,50,0.126054118759712,0.0316420491262455,0,0.81042940689217,0.00405782216013998,0.0278166030617326
6071,56,5.01567186081763e-05,0.0909985177328255,0.0027424403990758,0.887885632707552,0.00907013320098265,0.00925311924095631
6073,77,4.29914721685892e-06,0.00825789512233231,0.528769936166692,0.453042134609137,0.00400537215704022,0.00592036279758178
6074,42,0.315575019918509,0.136000592865332,0.000136368839238253,0.512448981458975,0.00809771154905246,0.0277413253688929
6077,63,0.109014960340395,0.0276722693188723,7.16524685031333e-07,0.845998746669351,0.000156918906021862,0.0171563882406749
6078,71,0.00131195652908351,0.00373470530787303,0.0656568680806071,0.92116416673983,1.14643934818876e-05,0.00812083894912468
6081,55,0.00387728611983245,0.0143842869727689,0.00964205544916679,0.96651786267673,0.000176265030839287,0.00540224375066305
6082,59,0.0122389133119476,0.0564998617035914,0.107372246856417,0.820311564375642,0.00296229889859998,0.000615114853802403
6101,25,0,0.004433760967385,0.00216287244329788,0.993294798784599,1.2180917899947e-05,9.63868868176982e-05
6103,37,0,0.00706874449534452,0.00160043651825247,0.991322220691168,5.01567222020286e-06,3.58262301443061e-06
6107,50,0,0.00574075933322742,0.192166239326614,0.801657354378483,5.23062963854744e-05,0.000383340665290806
6108,42,0,0.0100953161186285,0.15319539460387,0.836280091024996,4.72906254847289e-05,0.000381907627020614
6115,59,2.14957359302724e-06,0.0084884153352787,0.790231797333788,0.198480827555453,0.00124338501866005,0.00155342518322768
6121,54,0.0925189601365123,0.0274575951786493,0,0.874182637104295,0.00104955806554122,0.00479124951500241
6126,51,2.00626903183525e-05,0.010824545116652,0,0.987678047330452,0.000258665400175902,0.00121867946240216
6127,40,0.297246623128865,0.0569707055583987,0,0.634546877836878,0.00127848766536232,0.0099573058104964
6133,105,0.0136619023634241,0.0075009733090656,0.242018290651099,0.735145462190772,3.58262286040837e-06,0.00166978886277913
7004,97,0.0290043991958215,0.0561659329920684,0.449037966509541,0.082404532969528,0.0107832292233863,0.372603939109655
7005,70,0.122717131168539,0.0415673539704261,0.601260214846172,0.0805077066805141,0.0347545307139411,0.119193062620408
7007,55,0.34889227570908,0.0413382396058038,0.295205589183363,0.0705954535618293,0.0232281977665774,0.220740244173346
7008,60,0.617053941274248,0.0274321434387049,0.0196326372760418,0.00887256620425562,0.0814235242499216,0.245585187556828
7010,55,0.630912443997234,0.035615627682064,0.00790758825970527,0.00415526296682776,0.0529499727387424,0.268459104355426
7013,64,0.0856762001832554,0.0510164394947121,0.689537843250542,0.124072048777666,0.0394986156817614,0.0101988526120637
7015,40,0.153055421517682,0.0404431077152047,0.739710563029003,0.052196511981037,0.00687333415189107,0.00772106160518255
7019,71,0.589092620386049,0.04472323443656,0.26311624354148,0.0123614888170794,0.0154398431132224,0.0752665697056083
7020,86,0.134743526918158,0.0398355673389466,0.745024676786302,0.0774345459932547,0.00261975023799545,0.000341932725343543
7022,77,0.368896679040187,0.0667149346317447,0.429146361791743,0.0441227267969549,0.0628668462793284,0.0282524514600422
7023,72,0.0697362902021641,0.0380169842562986,0.870070087501917,0.0208054606743587,0.0010344107874274,0.00033676657783457
7024,61,0.370484248689473,0.173650823194355,0.368543599082808,0.0206470294687803,0.0300188848661445,0.0366554146984392
7026,53,0.293508272422954,0.0470838894131182,0.622536917262128,0.0321116859445331,0.00415711070699285,0.000602124250274377
7027,74,0.246087048199509,0.0558139160291305,0.593079316368428,0.0495873312482371,0.0549229248059984,0.000509463348697102
7028,83,0.135548601015429,0.0418621623464639,0.800280429103949,0.0205722886384411,0.000769927192572661,0.000966591703145114
7033,57,0.358707806689266,0.0535322099828281,0.533434157894286,0.0174452667479468,0.0125145888881154,0.0243659697975578
7035,35,0.814612001225228,0.0639155340271149,0.00056390478974208,0.00497554620072301,0.0374063268698691,0.0785266868873227
7037,90,0.440429046910207,0.0646629208861965,0.366236706999646,0.017367875800032,0.0177105536938176,0.0935928957101013
7038,76,0.188747280780214,0.0425495088578597,0.717514922753168,0.0500009347063311,0.000911490934269323,0.000275861968157919
7039,84,0.173156142321119,0.03681949483663,0.725791371773172,0.0386228728119826,0.0120921349851673,0.0135179832719288
7041,83,0.100105022452372,0.0357633149377091,0.801867382205388,0.0476254881521286,0.0110458151742698,0.00359297707813253
7042,56,0.615040170413636,0.0945202910858437,0.0696010901664509,0.0100254336871095,0.0638798415113408,0.14693317313562
7045,61,0.229833366397362,0.0410047045071483,0.36146149582667,0.0985203286666873,0.0499012245742405,0.219278880027892
7046,81,0.0451028934308554,0.0562418985253021,0.632424933983366,0.0994250793088811,0.028967096718508,0.137838098033087
7047,88,0.0224569340237984,0.0710592055600933,0.451602135016864,0.0715307432292492,0.00884000751748942,0.374510974652505
7049,117,0.183293163892187,0.0643726803547648,0.724635788600007,0.0163533186576208,0.00775141275533648,0.00359363574008413
7109,48,0.644877241973877,0.053127806872853,0.0529822520817097,0.00151017574089442,0.0535239947761063,0.193978528554559
7111,73,0.103614525633546,0.109276195061675,0.641772134194227,0.117617336960878,0.0101603549135597,0.0175594532361139
7112,87,0.0670739946913692,0.0587290476278882,0.484564034765805,0.093985793709299,0.00358766760470014,0.292059461600939
7117,63,0.792817440333818,0.0378281544538615,0.0138385182077273,0.00227792471387634,0.0420359807391894,0.111201981551528
14001,91,0.00366119697121622,0.0581004701304048,0.73050061121696,0.200745272976303,0.00298724111913286,0.00400520758598327
14003,111,0.159922620506855,0.0168576159230329,0.417901490455628,0.377639646014513,0.0152503438637174,0.0124282832362531
14005,89,0.000378892958232643,0.0243745595578002,0.472088816849153,0.278512629820912,0.218738042755817,0.00590705805808513
14006,86,0.0014839222718218,0.0411349200902483,0.738323369606145,0.210603916525868,0.00618459537351871,0.00226927613239785
14007,55,0.0523271495426341,0.10618233782626,0.0325112262736423,0.764225851372848,0.00972102396429942,0.0350324110203165
14009,87,0.00811881217347343,0.0111607675452496,0.483314124978556,0.387577127253938,0.0696963556136062,0.0401328124351769
14011,104,0.00957635138618994,0.0537669819556462,0.566991217443236,0.363572654176535,0.00482669605602214,0.00126609898237169
14013,44,5.30228152946718e-05,0.0183240974157232,0.738121304063469,0.235392552944159,0.00703084680380941,0.00107817595754529
14014,87,5.49912758173958e-06,0.0316866238560806,0.634360871595591,0.0996461714670507,0.229528186951567,0.0047726470021286
14016,25,0.393197888201232,0.0590127766376278,1.14643943854848e-05,0.290247318513979,0.117855959056062,0.139674593196713
14018,64,0,0.0038357784043292,0.33795825851443,0.63694764496486,0.00449374863081102,0.0167645694855696
14021,59,0.597112813001843,0.0633839275386736,8.16766348011236e-05,0.310012183282082,0.0201198162340921,0.00928958330850874
14026,14,0.714341279743867,0.0623296068704734,0.000539922772406741,0.220277449498057,0.00228746891931297,0.00022427219588246
14032,45,0.126529515874471,0.0779140861599233,0.0334454066231797,0.751743295477211,0.000746246075496059,0.00962144978971901
14038,67,0.0344229663729778,0.044035717002622,0.242638793554297,0.636482819807442,0.0336561059277284,0.00876359733493264
14047,64,0.0186262700074785,0.0558890849841366,0.0788367573986388,0.831102665898285,0.004056732577656,0.0114884891338053
14049,38,0.335018928571162,0.0325285358750349,0.000534161853484954,0.610193121410606,0.00792958323896706,0.0137956690507443
14050,65,0.00391092699582319,0.497968816424904,0.000696933091786715,0.29913083478494,0.178418859519816,0.01987362918273
14051,58,1.64800646855436e-05,0.0232370775029999,0.0499114737499188,0.915341148194338,3.4393178474178e-05,0.0114594273095838
14053,47,0.000878280025694572,0.0103702891642493,0.166800706923168,0.819030964968754,0.000361128397267032,0.00255863052086681
14057,70,0.0267975261951459,0.0866643305711613,0.134193970736618,0.429894120161041,0.308606161199987,0.0138438911360466
14059,26,0.00019776077197551,0.0422345499790983,0,0.957514666433252,1.43304907228631e-05,3.86923249517303e-05
14064,23,0,0.00556394319357863,0.00875865450764393,0.981964142066439,1.79131172541352e-05,0.00369534711508387
14069,15,0,0.00258183867858996,0,0.99741816132141,0,0
14071,112,0.00780383512211301,0.104009313644014,0.318716407954543,0.349560984096374,0.193058363157058,0.0268510960258981
14078,58,0.000263860186903438,0.0187311641802355,0.814809134897709,0.148481167024838,0.00701152289079732,0.0107031508195164
14079,75,0.153847142650077,0.0717847788296048,0.223196655051158,0.534429719123868,0.0017829997707193,0.0149587045745717
14080,53,0.542832593494161,0.0484813478493681,4.52700276540541e-05,0.396381037464502,0.00147510214041033,0.0107846490239046
14082,81,0.000196327745411007,0.00844643519186014,0.413116159402824,0.556870723754208,0.0040584814209394,0.0173118724847568
14083,103,0.00523893912642774,0.156110460608057,0.290465742889159,0.197626597526372,0.331290832851898,0.0192674269980865
14084,50,0,0.00508983288130062,0.193482557665421,0.790892977376974,2.14957396268063e-05,0.0105131363366784
14089,47,0.502743271705149,0.0502046064620544,1.36139671621941e-05,0.172122791219811,0.260150086679412,0.014765629966411
14096,51,1.07478700444366e-05,0.00685886791280434,0.12524421310315,0.706062198525828,0.126927358213095,0.0348966143750784
14098,83,0.000395621874394447,0.274913466044574,0.313125771356609,0.375695849250568,0.0320394461677816,0.00382984530607192
14099,38,8.55533315052999e-05,0.00572944080065493,0.00703511625993582,0.270761815958173,0.716276196216224,0.000111877433506931
14103,85,0.0111935617569837,0.0399577471170847,0.106713851340691,0.828905667443102,0.01035201077011,0.00287716157202862
14104,47,8.31168551258956e-05,0.102729738803062,0.118861932205923,0.773583230750296,0.000608272074598925,0.00413370931099445
14106,81,0.00145397883733197,0.040702386400868,0.109425046778665,0.827270572878739,0.0026798019187869,0.0184682131856085
14108,82,0.0884853603700431,0.0247035766272647,0.399057156768366,0.473891304245643,0.00075103245466778,0.0131115695340148
14111,53,0.000262248030963324,0.0389965401531292,0.236438840839341,0.715552107161137,0.00161200138704847,0.00713826242838022
14112,31,0.000396954624310357,0.0734241308042585,0.15926194986218,0.762895972000397,0.000580091144937584,0.00344090156391595
14114,90,0.081550990466211,0.039954146728177,0.14778803856851,0.713128778950458,0.000346926854881424,0.0172311184317628
14117,118,0.000302631307422277,0.00617014333930246,0.542446362405505,0.44250172109196,0.00343197344617353,0.00514716840963651
14122,47,0.00102056023463198,0.0845507485349169,0.0443572184090259,0.847645229152824,0.00422384051837513,0.0182024031502259
14127,72,0.185737935324142,0.0617866729239324,0.104097900012665,0.628892071882089,0.0124597388428455,0.00702568101432593
14128,80,0,0.00234744936073176,0.139150281455894,0.856501015867137,3.58262319412325e-06,0.00199767069304312
14129,55,0.00180916008322089,0.25911760155319,0.225170687440778,0.496161839343825,0.00332220921753989,0.0144185023614465
14132,61,1.43304914416335e-06,0.00610843646420775,0.667946850070207,0.318531586069057,0.00290424605654432,0.0045074482908399
14133,58,0.0117160364990736,0.126562148947745,0.0736751625557789,0.770059313043822,0.00988517292560907,0.008102166027971
14136,72,0.00413978546937658,0.0816395037677229,0.226523705006069,0.673301474451462,0.00866377860432555,0.00573175270104344
14137,72,0.000694867187220582,0.0536712199494922,0.014757428526478,0.910696978434929,0.000833840624664698,0.0193456652772156
14138,71,0.037554967827042,0.0711383400652731,0.0730694956930709,0.802941395137039,0.00242961313661313,0.0128661881409617
14140,32,0.00274626662050338,0.0450189148149762,0.00556772532690716,0.944101268993633,2.50783591243955e-05,0.00254074588485623
14142,59,0.00117418327296135,0.0300600648282842,0.231415048765951,0.733469066986026,5.73219719274241e-06,0.00387590394958418
14147,57,0.762166491636416,0.0968275713980618,7.53783920043531e-05,0.137813153331644,0.0026473650788046,0.00047004016306897
14151,102,0.0603795402405259,0.0107312535297796,0.219987240129049,0.658154509082452,0.0103518179018525,0.0403956391163417
14153,63,0.000735154153012635,0.129647164842183,0.417376755597916,0.434805784525343,0.0167393955768913,0.000695745304654258
14154,90,0,0.0196666581448009,0.271623200183384,0.662495660010574,0.0135836080154224,0.0326308736458187
14155,57,0.651646845041257,0.15808068402073,0.0019955352780374,0.154381704708557,0.0138985347029404,0.0199966962484794
14156,77,2.14957373164724e-06,0.0060948225410091,0.470114433417434,0.506729720638388,0.0154344194646939,0.00162445436474314
14158,76,0.0306895577547192,0.0281633285123648,0.428248997625094,0.414474206519239,0.0109919027562637,0.0874320068323199
14159,87,0.601291464027525,0.0731848746805554,0.0184892736976555,0.255758078063068,0.0201109194487289,0.0311653900824677
14160,66,0.0307188425548258,0.0368053392546926,0.471652839533242,0.454693275524129,0.00382303848704398,0.0023066646460673
14161,56,6.00089346317552e-05,0.0150312457386939,0.311820754838452,0.668260735646771,0.000147604066079302,0.00467965077537168
14162,58,0.0372374691416134,0.00925939685852392,0.000189879023846412,0.921651121211274,0.000503602162717782,0.0311585316020245
14165,69,0.0688242541637819,0.00948864904612229,0.303073889223458,0.557595052150955,0.00992777832997943,0.0510903770857029
14166,135,0.464570396943828,0.0281577629321357,0.0840021308582776,0.317342146739186,0.0345039499602698,0.071423612566303
14168,111,0.145995413139094,0.0136938742785502,0.470393099512678,0.358584329095336,0.00380959651288685,0.00752368746145501
14169,64,0.0109470194207895,0.0425992917656172,0.683899631960736,0.243044361003566,0.0109292424461561,0.00858045340313525
14173,90,0.0133022224071811,0.013986940507476,0.266670640512257,0.68878357505435,0.00159858077680212,0.0156580407419343
14174,51,0.000267263671131494,0.048892728760076,0.718964611653132,0.228478646621481,0.00317892581958518,0.000217823474595105
14175,65,0.0153556165317988,0.0269872970936688,0.617870617869908,0.315207496566952,0.0114518687140641,0.0131271032236083
14176,58,0.046980485637758,0.0128147637207697,0.0614416725083726,0.82518083541356,0.0457113055450079,0.00787093717453212
14177,86,0.0530497683436583,0.00417623492709015,0.26460682851806,0.620222462113064,0.00114500629900352,0.0567996997991245
14179,76,0.0108120050830255,0.0361937568495273,0.0206941403693183,0.924927460841035,0.000947532128067307,0.00642510472902652
14180,68,0,0.0160759873691915,0.795712385992797,0.169010302569465,0.000194894672434469,0.0190064293961125
14181,81,0.0154389565033787,0.0119885034194097,0.616716315017509,0.33289148124639,0.00278369824177965,0.0201810455715334
14182,81,0.000693911599366962,0.0459917516992983,0.687890660834085,0.159645774264319,0.0990762278317132,0.00670167377121678
14183,91,0.0170012656188837,0.0795738679210586,0.163406005669816,0.595198901172278,0.13348231933651,0.0113376402814534
14184,95,7.35870661710161e-06,0.100103946925769,0.752240444929041,0.140178044443994,0.00715994988598985,0.000310255108588607
14185,69,5.01567186081763e-06,0.0195644091048803,0.899773591855678,0.0740532853084186,0.0065063152073616,9.7382851800532e-05
14186,100,0.0924573357087078,0.217352197371279,0.240728761378724,0.432844325614417,0.00508684439031659,0.0115305355365556
14188,56,0,0.0166098657263589,0.716860320474111,0.246688586636971,0.0167570542229395,0.00308417293961918
14189,102,0.0104003199769955,0.309525780819699,0.39224245091625,0.276131854098693,0.00723576720981411,0.00446382697854875
14193,107,0.00131391589222504,0.031012310251853,0.492229774077055,0.212090735744352,0.256000835813916,0.00735242822059905
14194,60,0.00530263877572505,0.104851925189099,0.661406288871452,0.0773057111852158,0.147446495632751,0.00368694034575744
14195,93,0.227758472016973,0.0318022360512271,0.0976712412345304,0.623973724468839,0.00101177575974987,0.0177825504686805
14198,113,0.174458143557336,0.0377748431321823,0.226983224333832,0.547447598143528,0.0027770125893,0.010559178243822
14199,61,0.000416300800242632,0.0149652112611559,0.819727709612522,0.152837802537381,0.00331818249204065,0.00873479329665716
14201,33,0.00800964872023333,0.0105906992957638,0.651707818465627,0.319874909135724,0.000817540235543131,0.00899938414710823
14221,75,9.09986291307305e-05,0.0500054520359768,0.079687098275983,0.850668046731336,0.000462058078592464,0.0190863462489813
14226,67,0.0130999333617755,0.0408643531299394,0.0820615032936273,0.854872419850306,0.00118369870333832,0.00791809166101317
14308,53,0.000296225607692769,0.0109704719774889,0.695148575177183,0.278761215777763,0.00442262639719972,0.0104008850626729
14319,80,0.00441059042438901,0.0310862484677754,0.592071674351817,0.136646379291486,0.230479018604639,0.00530608885989357
14341,95,0.00191172345303235,0.00989693868448233,0.340117517199277,0.644155226455808,0.000108911738858311,0.00380968246854188
14352,65,0.792735784935089,0.0880980301356339,7.16524582349823e-06,0.044511073109991,0.0453233683680177,0.0293245782054446
14357,56,0.0111831074225635,0.0564484451133313,0.379580271501343,0.523725014169453,0.0283451611600307,0.000718000633278765
14366,53,4.51410486880388e-05,0.0708773004460588,0.421876683496898,0.496660870054448,0.00795127329033598,0.00258873166357167
14404,29,2.43618361490111e-05,0.0155979307085036,0.828770176320437,0.152081105195619,0.00180392947962093,0.0017224964596699
14406,79,0.00318945909667334,0.0105196712676531,0.498582427593606,0.485595969680574,0.00148193065222031,0.000630541709273612
14407,69,1.43304912362705e-06,0.00529562524424083,0.206250548992163,0.745819310260989,0.00527205158615717,0.0373610308673264
14408,88,0.0199472013033641,0.00771370333941195,0.401606868192765,0.539427694263165,0.00199393052015048,0.0293106023811433
14409,89,0,0.0504371839006954,0.73945948250444,0.207664928736255,0.0023710515464213,6.73533121886924e-05
14415,73,0.0174771024355953,0.0148348606783492,0.687903125244536,0.233752613192059,0.0124122838654619,0.0336200145839983
14417,79,0.000699793703266791,0.0158715562101437,0.562354391911086,0.362021385692706,0.0137322575175768,0.0453206149652214
14418,68,0,0.0129583974142175,0.779619741975052,0.198611209105801,0.00778556992699281,0.00102508157793705
14419,45,0,0.0301719175998479,0.79780177861171,0.158952525074813,0.011884992821642,0.00118878589198688
14420,70,1.43304919550409e-05,0.0514543192281884,0.824355344610714,0.118725044791744,0.00340800594428806,0.00204295493311064
14421,78,4.08419006086554e-05,0.0211583544024398,0.37120364412933,0.600610894519665,0.00691962826275286,6.66367852035956e-05
14422,76,8.59829591233143e-05,0.0318214548376872,0.807455722824416,0.154859844982183,0.00383913912485598,0.00193785527173488
14426,39,0,0.00832445380225569,0.231623877609,0.737665663173968,0.00287516959241573,0.0195108358223607
14429,35,2.72279364704316e-05,0.0397098889163963,0.701535643436013,0.250929051227292,0.003903167684515,0.00389502079931319
14431,61,7.52350854593544e-05,0.056545808905964,0.613190824228664,0.328628085708812,0.00107925804878379,0.000480788022316446
14434,66,0,0.00934199748183164,0.748460380320793,0.229720994423497,0.00821123569172937,0.0042653920821496
14435,61,1.86296382066938e-05,0.0569150064315243,0.781333639910303,0.158088852769683,0.00304463460687451,0.000599236643409235
14436,66,0.00882773332471211,0.0105723202125716,0.41365674931441,0.543575610858881,0.00691265657772827,0.0164549297116971
14503,67,0.226798671328338,0.104199768611272,0.0762591204089957,0.575783491367376,0.0133281962339667,0.00363075205005217
