"rich","pfor","pagri","pwet","region","x","y"
20,0.304998980843923,0.327667017732892,0.367334001423185,4,0.934536032145843,0.776470924727619
6,0.480254917010359,0.106899783444783,0.412845299544858,5,0.209450918482617,0.872912468155846
22,0.195678175406474,0.0341438647153789,0.770177959878147,2,0.0799508700147271,0.347475746180862
31,0.139624275837682,0.151180639655689,0.709195084506628,1,0.196144176879898,0.793941866140813
17,0.564588634577049,0.0390294791490598,0.396381886273892,2,0.503600973635912,0.712436310248449
14,0.345109855571192,0.501266387813669,0.153623756615139,6,0.871208557626233,0.143878388218582
18,0.315263888768068,0.601535334216027,0.0832007770159054,1,0.291262989165261,0.0700566910672933
11,0.30894976678759,0.48092340660763,0.21012682660478,8,0.759852346498519,0.574085785541683
11,0.610089869540879,0.337541912526448,0.0523682179326734,8,0.256831068778411,0.353546927217394
14,0.327561842943386,0.48446067779187,0.187977479264744,9,0.797761455643922,0.320034940261394
4,0.690597863452781,0.302682091464272,0.00672004508294752,1,0.0487740347161889,0.944015176966786
15,0.480639039097917,0.0168554280477679,0.502505532854315,4,0.36318049649708,0.849480291362852
12,0.651044056744408,0.319368461191308,0.0295874820642845,9,0.847285974537954,0.123530901735649
8,0.549094257986286,0.42744466862671,0.0234610733870037,9,0.576433298876509,0.389766679843888
11,0.542110612428611,0.1796335921834,0.278255795387989,1,0.560247346526012,0.969802516745403
29,0.0614047004869299,0.195035958657782,0.743559340855288,6,0.643329538404942,0.598704686388373
21,0.176900018454338,0.112653585710331,0.710446395835332,10,0.596393762854859,0.951120259938762
21,0.162174012279659,0.557126818788009,0.280699168932332,10,0.134320115670562,0.488732920726761
27,0.0209542464624945,0.340381317536245,0.63866443600126,8,0.725650654407218,0.945070089539513
27,0.0242618539624232,0.81145770128652,0.164280444751057,6,0.821799997473136,0.0151226504240185
10,0.556285384185977,0.00281793667574986,0.440896679138273,1,0.592431615339592,0.129709310363978
19,0.334737860631839,0.661027128435301,0.00423501093286035,6,0.402844143798575,0.785848466679454
4,0.872014684743775,0.00650501215776919,0.121480303098456,7,0.971081599825993,0.337371525121853
26,0.00574509260190829,0.576834899539556,0.417420007858535,8,0.714701430639252,0.437202952802181
30,0.036753557846415,0.808193230944097,0.155053211209488,9,0.226024606032297,0.694777167635038
22,0.137271266272451,0.693123388897155,0.169605344830394,8,0.695936700562015,0.468482353724539
15,0.419130191952456,0.451127478368683,0.129742329678861,4,0.404086283175275,0.539796665776521
17,0.50300743925855,0.190410814646145,0.306581746095305,5,0.252167463768274,0.853183516068384
30,0.0374827118007417,0.669205603885079,0.29331168431418,2,0.203375783050433,0.566850095055997
8,0.521002362788241,0.131630507369769,0.34736712984199,4,0.351377842016518,0.810273287585005
10,0.784559763858895,0.0873891608491417,0.128051075291963,4,0.268966694362462,0.550970646319911
32,0.0328428338707504,0.081451084535397,0.885706081593853,10,0.211934222839773,0.365899745607749
12,0.570397987212854,0.1744344238441,0.255167588943046,8,0.79593716096133,0.871715311892331
15,0.688475545037074,0.00603483603265128,0.305489618930275,5,0.268590979045257,0.974187412532046
20,0.337650330005992,0.328772287984615,0.333577382009393,4,0.267783214338124,0.295545166824013
6,0.92130130938427,0.0267308247219204,0.0519678658938098,9,0.0451171239838004,0.410197245422751
9,0.764379856521156,0.199009848020978,0.0366102954578655,9,0.548013616120443,0.761476405430585
18,0.328647398553945,0.286879563937885,0.38447303750817,9,0.785938349319622,0.576135480310768
15,0.160945571594026,0.531546469923527,0.307507958482448,9,0.469096794957295,0.50397458486259
27,0.00783482465766342,0.302339311151787,0.68982586419055,3,0.417615980142727,0.917119671823457
16,0.203939009784855,0.402491921776291,0.393569068438853,6,0.296487994026393,0.221552352886647
8,0.872798104377234,0.00635959517346654,0.120842300449299,10,0.0551630000118166,0.210832816548645
7,0.545989640160647,0.293581766176832,0.160428593662521,2,0.484599867835641,0.677144958171993
25,0.0218517716029247,0.430218992993565,0.54792923540351,2,0.94570499425754,0.577500479994342
17,0.329399552137788,0.591428812382094,0.0791716354801188,3,0.239179388154298,0.935320289572701
17,0.259395054461167,0.380567906806281,0.360037038732552,8,0.21408325037919,0.0979127704631537
10,0.83003837978923,0.0488855345670492,0.121076085643721,1,0.433924043318257,0.0599071506876498
10,0.387823637927824,0.00324702917585498,0.608929332896321,6,0.907662282697856,0.645905541488901
26,0.209398808147155,0.0459720749197994,0.744629116933046,3,0.245794960064813,0.864531382918358
17,0.819037123986558,0.10069120885369,0.0802716671597523,1,0.90048466809094,0.736722617410123
23,0.54909117416692,0.121396985426728,0.329511840406352,1,0.162471117218956,0.589772172737867
16,0.55524725285257,0.29702918559092,0.147723561556511,9,0.395897532114759,0.941363682504743
26,0.121548274997972,0.310022103014753,0.568429621987276,10,0.39119463483803,0.354848220245913
12,0.644141850146261,0.249228749467529,0.10662940038621,8,0.653677511727437,0.236502846237272
13,0.43470463704727,0.215725733541484,0.349569629411246,8,0.752800431102514,0.0233346184249967
22,0.101202940207831,0.808038090890514,0.0907589689016548,10,0.115752394078299,0.15702845598571
27,0.196191064432276,0.281311512027249,0.522497423540475,4,0.359491730108857,0.122898256173357
14,0.569419046283993,0.315493769786973,0.115087183929034,10,0.703608552459627,0.818195116939023
21,0.276283699426673,0.258595504119556,0.465120796453771,8,0.807880401611328,0.422252561897039
17,0.474950698282709,0.0757678148043187,0.449281486912972,3,0.936370748095214,0.581836591707543
17,0.465598158305503,0.0336754565559084,0.500726385138589,4,0.570763625903055,0.98761874390766
17,0.402376349225468,0.35402936257674,0.243594288197792,4,0.809330098330975,0.114911457058042
29,0.1679849498391,0.231812535900762,0.600202514260137,10,0.101309760473669,0.491455732146278
22,0.0157600842881676,0.208208013526563,0.776031902185269,7,0.284039637073874,0.0927484184503555
10,0.364371147942567,0.60541380044262,0.0302150516148137,5,0.460321699734777,0.0178298312239349
16,0.510881445476685,0.249099020889067,0.240019533634248,3,0.128834613133222,0.86325356643647
16,0.20760984984392,0.0781854429555018,0.714204707200578,1,0.497056902851909,0.981961271492764
22,0.0820396972873354,0.650785920302131,0.267174382410533,2,0.596182662760839,0.345319381682202
11,0.814066928239005,0.181349667341361,0.00458340441963381,5,0.172096463851631,0.619568963302299
32,0.0400974066566071,0.0233079341924628,0.93659465915093,6,0.184271067613736,0.118306221906096
10,0.630826413815933,0.194894394541206,0.174279191642861,9,0.559556221356615,0.42887287423946
13,0.245540043969637,0.645451969861667,0.109007986168697,4,0.100460881134495,0.9562861782033
12,0.709520448215967,0.00925479668901981,0.281224755095013,6,0.890815563034266,0.649944251170382
20,0.348167645099251,0.613170827944101,0.0386615269566474,10,0.269631418166682,0.689308550674468
20,0.388426244607059,0.412067343222077,0.199506412170864,8,0.103047326905653,0.823505613254383
20,0.255720346651844,0.225389726649258,0.518889926698897,4,0.00564037053845823,0.941845235181972
17,0.316045419745463,3.16557548166675e-06,0.683951414679055,1,0.0804248545318842,0.124010164523497
26,0.0654601907951651,0.61669227651456,0.317847532690275,8,0.79060522839427,0.0881687612272799
13,0.400280590901034,0.0158221414703901,0.583897267628576,2,0.558259831275791,0.26391791109927
25,0.0604479307997717,0.438217574720867,0.501334494479362,6,0.649823242798448,0.897367782192305
8,0.674557530757391,0.124573117447072,0.200869351795537,6,0.20895010093227,0.191092059249058
10,0.602487696520665,0.23370955162031,0.163802751859025,8,0.884596626739949,0.740373624255881
14,0.53254826250751,0.0801245427813359,0.387327194711154,1,0.461104158544913,0.733446125639603
14,0.719050898393332,0.142762065484205,0.138187036122463,10,0.0300650156568736,0.554669678211212
12,0.629611633951782,0.244608123185842,0.125780242862376,1,0.837062998209149,0.039000237127766
6,0.541352027925192,0.414177668838351,0.0444703032364563,8,0.497123952955008,0.350618137745187
9,0.493228811253763,0.484355887078445,0.0224153016677914,7,0.599681028164923,0.595467427978292
9,0.603836236905369,0.108757234473534,0.287406528621098,7,0.655780146364123,0.975559679791331
13,0.454872011173748,0.128265306936675,0.416862681889577,7,0.687211693031713,0.776426212163642
27,0.0490341769153045,0.864998264304781,0.0859675587799143,6,0.48221029760316,0.569771701470017
24,0.200294837856868,0.147981470117807,0.651723692025326,4,0.872654607985169,0.136747536947951
12,0.742954106120607,0.0464199528777677,0.210625941001625,6,0.301753747975454,0.567912189988419
4,0.770764719609042,0.123980918640149,0.105254361750809,7,0.444430307717994,0.0584844646509737
7,0.761193250415128,0.223924434602482,0.0148823149823903,9,0.933031904511154,0.71588817005977
16,0.326408189020136,0.275658468716824,0.39793334226304,10,0.803142939927056,0.120138839585707
12,0.623879357287647,0.166080152750525,0.210040489961827,7,0.901709547499195,0.0780249093659222
34,0.0714766718638528,0.335453071665594,0.593070256470553,2,0.699059081496671,0.290347533067688
8,0.808597619833164,0.0374865737796076,0.153915806387229,4,0.852232784032822,0.162632340565324
29,0.0533734514526966,0.890400439672377,0.0562261088749261,6,0.793924184050411,0.19798294105567
17,0.324871206975674,0.33242104124282,0.342707751781507,6,0.610128452070057,0.0629331609234214
29,0.130765341681236,0.283189718472756,0.586044939846007,1,0.625514043495059,0.706634316127747
29,0.0130300566309627,0.292993836179526,0.693976107189512,1,0.150035301223397,0.508999972371385
22,0.198450105286463,0.598516056441111,0.203033838272426,1,0.732829671120271,0.238014790927991
6,0.713167762062998,0.185935920939558,0.100896316997443,2,0.434989598812535,0.808920101961121
12,0.435283058306898,0.125142040354857,0.439574901338245,10,0.893006207421422,0.946316623361781
13,0.642752057434557,0.284311046241963,0.07293689632348,4,0.575827059336007,0.21943657239899
10,0.666248035354971,0.287421931601293,0.0463300330437358,1,0.566004149382934,0.673369774594903
25,0.00530368611362101,0.926228480715317,0.0684678331710615,6,0.240328124258667,0.218140652403235
23,0.226662787981034,0.46013529094192,0.313201921077046,1,0.340135800652206,0.660371550591663
15,0.486952107268865,0.09035571019233,0.422692182538805,6,0.0782925470266491,0.684160510776564
15,0.130839271227029,0.53849841999883,0.330662308774141,7,0.971370199229568,0.0941362793091685
26,0.075784842550496,0.464906729826138,0.459308427623366,10,0.0444028577767313,0.156896754167974
34,0.0489251009760559,0.0643037838843901,0.886771115139554,8,0.439690757542849,0.0870293111074716
26,0.268328960057761,0.0405737302620693,0.691097309680169,4,0.749345242977142,0.621804236900061
7,0.728725237745231,0.259103861743193,0.0121709005115759,3,0.498994908062741,0.729530608281493
12,0.494303552207562,0.0340633199270268,0.471633127865411,8,0.54404438380152,0.683948145480826
6,0.863308786255516,0.0152482491886023,0.121442964555882,4,0.0714430802036077,0.536809774814174
18,0.0881841631206598,0.864823594776781,0.0469922421025587,7,0.352751916041598,0.442645120667294
23,0.18198349414718,0.310961910917347,0.507054594935472,4,0.644553910940886,0.298913709819317
18,0.514356586597705,0.326176636742946,0.159466776659349,5,0.459889371879399,0.288882569875568
17,0.422683880704444,0.264220481762938,0.313095637532618,4,0.273871961282566,0.231749965110794
7,0.455116033025042,0.525599353275677,0.0192846136992818,1,0.808971146587282,0.986160567263141
17,0.0824381312918097,0.882626172441266,0.0349356962669243,3,0.997238966403529,0.484967240132391
8,0.573315610135792,0.3314158772929,0.0952685125713087,8,0.627504841191694,0.619580027880147
15,0.749356710789292,0.0248661179113391,0.225777171299369,4,0.213281402830034,0.94142361311242
11,0.340060988606302,0.650115080299034,0.00982393109466342,6,0.227876737248152,0.271713385125622
21,0.0907190391040676,0.0735999826765794,0.835680978219353,7,0.36416433705017,0.428645627340302
13,0.784595061928397,0.0596049425082205,0.155799995563383,9,0.0404124229680747,0.498481476912275
20,0.26486685427817,0.386330744245847,0.348802401475983,9,0.583092407556251,0.569576856447384
17,0.447792591235299,0.435061832836093,0.117145575928608,6,0.487136291805655,0.379742940189317
15,0.669682434327518,0.116537594719089,0.213779970953393,4,0.851130749797449,0.620112558361143
7,0.693260956401338,0.0960903902411145,0.210648653357548,7,0.853248896775767,0.528780820779502
14,0.761048884621555,0.032296901905001,0.206654213473444,10,0.979549191659316,0.999222989892587
22,0.268585105955077,0.510025509310892,0.221389384734031,2,0.201166494982317,0.277550213038921
17,0.554930368471634,0.129144067946524,0.315925563581842,8,0.45042923791334,0.697221622569486
19,0.326076962928694,0.498988288128469,0.174934748942838,9,0.879681469174102,0.0711527848616242
24,0.04809582064435,0.69913727966337,0.25276689969228,2,0.776270021451637,0.43486724817194
26,0.0473942570992798,0.158928326157827,0.793677416742894,1,0.727162044961005,0.639823206933215
26,0.0440869842527905,0.294113850479096,0.661799165268113,8,0.975495029240847,0.937781642423943
6,0.748521515390581,0.0297664726866007,0.221712011922818,6,0.798720008460805,0.93649159069173
12,0.624135189308661,0.00576087209340276,0.370103938597936,8,0.617391771404073,0.833064515143633
10,0.783098382065685,0.120751120532759,0.0961504974015556,10,0.312133344588801,0.994495161576197
39,0.0448371628859637,0.300730303822087,0.654432533291949,6,0.658196517731994,0.397499486338347
23,0.0147275600082446,0.816954815708272,0.168317624283484,2,0.417452968657017,0.884195269783959
36,0.10675276298588,0.0983948309420336,0.794852406072086,4,0.236482948297635,0.792982272338122
11,0.744409001048276,0.152125298438314,0.10346570051341,4,0.0219250598456711,0.485838045366108
24,0.0485015440760192,0.681042732023287,0.270455723900693,9,0.888902375707403,0.83561978302896
9,0.542780416712151,0.163357870024321,0.293861713263528,2,0.150361493462697,0.790711929323152
12,0.766120702645303,0.11620763820172,0.117671659152977,7,0.531319511588663,0.366782003547996
15,0.534999629365753,0.0853169792795674,0.37968339135468,2,0.419541217386723,0.192960003623739
18,0.210133415058948,0.602151420951609,0.187715163989443,10,0.901167725678533,0.26532029826194
11,0.374117563591173,0.15452333109766,0.471359105311166,3,0.580994652351364,0.506290049757808
19,0.375044146716465,0.119148603337935,0.5058072499456,10,0.588315896457061,0.15883540851064
34,0.084536413073998,0.0009202410462194,0.914543345879783,2,0.398040953557938,0.631043238332495
26,0.0535750731023765,0.352479831543957,0.593945095353667,2,0.922743492526934,0.585426477482542
10,0.750340846113908,0.217845197151408,0.0318139567346845,7,0.113134082872421,0.157984951743856
29,0.0875957709046955,0.278165187058748,0.634239042036557,10,0.356663399841636,0.540421476121992
16,0.662711967946275,0.270968075721035,0.0663199563326899,9,0.264919796027243,0.346301861805841
16,0.488463773722198,0.321361277194241,0.190174949083561,3,0.980642372043803,0.543730013538152
21,0.0318711870595195,0.647536326797192,0.320592486143289,5,0.938648575684056,0.645981399342418
18,0.0924926206884292,0.774724127478502,0.132783251833069,6,0.62143338797614,0.951407607877627
16,0.403832183611388,0.570988782470828,0.025179033917783,2,0.744286224478856,0.283915626816452
12,0.421090138261333,0.558202912352943,0.0207069493857236,4,0.333012397633865,0.56051561050117
20,0.0936712532983891,0.503269190148756,0.403059556552855,10,0.580373788019642,0.772036164533347
9,0.462561340863852,0.391631710384031,0.145806948752117,3,0.418816044460982,0.252415788127109
19,0.239822488758599,0.633281822645186,0.126895688596215,8,0.842180792940781,0.893372563645244
16,0.290424981234314,0.550285181072841,0.159289837692846,9,0.935450898949057,0.601705718552694
11,0.65929209812387,0.21233772774021,0.12837017413592,8,0.808797042118385,0.576311740791425
11,0.535744564454589,0.419106689960912,0.0451487455844988,6,0.692865415476263,0.75805523712188
12,0.745326440625184,0.0813494756547663,0.17332408372005,3,0.60294046998024,0.406588803976774
21,0.300276373903857,0.35116419071807,0.348559435378073,4,0.177922866307199,0.300323345465586
14,0.291969228856761,0.154984777451878,0.553045993691361,9,0.284570594783872,0.0751288747414947
12,0.571808214667653,0.359922035354425,0.0682697499779219,1,0.478724404703826,0.87561023212038
18,0.422518709551871,0.457797577741053,0.119683712707076,7,0.706500922329724,0.515663558617234
21,0.0435710422130263,0.524966937558354,0.431462020228619,1,0.437117141205817,0.499860641313717
24,0.125325597519242,0.768728433525736,0.105945968955022,3,0.708991709630936,0.0441736120264977
17,0.144256090773046,0.190595284607423,0.665148624619531,9,0.306796116521582,0.781877371482551
16,0.420767327089552,0.572927776832498,0.00630489607795046,6,0.174462075578049,0.146411832189187
24,0.29617935097546,0.378922221728904,0.324898427295637,6,0.690947560360655,0.66708450531587
25,0.145548613422187,0.038287495396747,0.816163891181066,7,0.656856768066064,0.502522348659113
17,0.462872582717642,0.0708924597638105,0.466234957518547,4,0.499941414222121,0.957482152618468
12,0.600326578102046,0.202992603326678,0.196680818571276,10,0.0312949763610959,0.274873485788703
18,0.658229590465649,0.173029777239558,0.168740632294793,1,0.192760946461931,0.821166767040268
17,0.14406328314114,0.732639791310908,0.123296925547951,10,0.0587445385754108,0.249702659901232
11,0.805080102928733,0.0456207212372307,0.149299175834037,1,0.343230603961274,0.531443605199456
8,0.718917268692245,0.159830980145117,0.121251751162638,3,0.487473235465586,0.272496080491692
18,0.198554580676338,0.443194421195254,0.358250998128408,4,0.498189854202792,0.395601620199159
12,0.361717196101135,0.11069274558832,0.527590058310546,6,0.259602939710021,0.588398745749146
12,0.550405271219483,0.316632202003595,0.132962526776921,10,0.139497307827696,0.381135676521808
18,0.250734954577834,0.719034108157324,0.0302309372648421,1,0.0523154595866799,0.22985136997886
15,0.566398500225767,0.00565470082196428,0.427946798952269,5,0.651786613976583,0.904165020911023
23,0.135564339900402,0.66830736295652,0.196128297143078,7,0.341594801051542,0.739679023623466
11,0.404247052039379,0.367002897164903,0.228750050795718,5,0.686849876306951,0.590997006045654
22,0.128840568989073,0.510064581384177,0.36109484962675,7,0.49295169999823,0.0854369776789099
15,0.414327535200203,0.560206121276485,0.0254663435233122,5,0.350331927649677,0.827304454054683
17,0.285498762125254,0.441144955931275,0.273356281943471,1,0.438548672944307,0.744576213881373
10,0.441929939370051,0.173943151581198,0.38412690904875,2,0.794933858793229,0.096422681119293
